Animal ID,Name_Intake,DateTime_Intake,MonthYear_Intake,Found Location,Intake Type,Intake Condition,Animal Type_Intake,Sex upon Intake,Age upon Intake,Breed_Intake,Color_Intake,Name_Outcome,DateTime_Outcome,MonthYear_Outcome,Date of Birth,Animal Type_Outcome,Sex upon Outcome,Age upon Outcome,Breed_Outcome,Color_Outcome,binary_outcome
A784533,Paloma,12/31/2018 03:47:00 PM,12/31/2018 03:47:00 PM,Outside Jurisdiction,Owner Surrender,Normal,Dog,Spayed Female,2 years,Pit Bull Mix,White/Tan,Paloma,12/30/2018 07:02:00 PM,12/30/2018 07:02:00 PM,11/16/2016,Dog,Spayed Female,2 years,Pit Bull Mix,White/Tan,0.0
A459859,Frankie,04/08/2014 11:33:00 AM,04/08/2014 11:33:00 AM,3333 Crispin Hall Ln in Travis (TX),Stray,Injured,Dog,Neutered Male,8 years,Pit Bull,White/Brown Brindle,Frankie,04/17/2014 05:23:00 PM,04/17/2014 05:23:00 PM,02/04/2006,Dog,Neutered Male,8 years,Pit Bull,White/Brown Brindle,0.0
A685826,,08/13/2014 11:37:00 AM,08/13/2014 11:37:00 AM,745 U.S. 183 in Austin (TX),Stray,Normal,Dog,Intact Female,5 months,Labrador Retriever Mix,Black/White,,09/02/2014 01:57:00 PM,09/02/2014 01:57:00 PM,03/13/2014,Dog,Spayed Female,5 months,Labrador Retriever Mix,Black/White,0.0
A477746,Sadie,02/24/2015 12:54:00 PM,02/24/2015 12:54:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,8 years,Domestic Shorthair Mix,Brown Tabby,Sadie,04/24/2015 07:36:00 AM,04/24/2015 07:36:00 AM,11/05/2006,Cat,Spayed Female,8 years,Domestic Shorthair Mix,Brown Tabby,0.0
A740494,,12/18/2016 09:11:00 AM,12/18/2016 09:11:00 AM,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,6 days,Labrador Retriever/Pit Bull,Brown Brindle,,12/18/2016 12:34:00 PM,12/18/2016 12:34:00 PM,12/12/2016,Dog,Intact Male,6 days,Labrador Retriever/Pit Bull,Brown Brindle,0.0
A781824,Rusty,10/06/2018 11:45:00 AM,10/06/2018 11:45:00 AM,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,3 years,Domestic Shorthair Mix,Orange Tabby,Rusty,10/27/2018 02:49:00 PM,10/27/2018 02:49:00 PM,10/06/2015,Cat,Neutered Male,3 years,Domestic Shorthair Mix,Orange Tabby,0.0
A810207,,12/09/2019 10:44:00 AM,12/09/2019 10:44:00 AM,8200 Research Boulevard in Austin (TX),Stray,Nursing,Dog,Intact Male,1 weeks,Pit Bull Mix,Brown Brindle,,01/02/2020 02:00:00 PM,01/02/2020 02:00:00 PM,11/30/2019,Dog,Intact Male,4 weeks,Pit Bull Mix,Brown Brindle,0.0
A800329,,07/19/2019 12:38:00 PM,07/19/2019 12:38:00 PM,8101 Salt Springs Drive in Austin (TX),Stray,Normal,Cat,Intact Female,2 months,Domestic Shorthair,Calico/Brown Tabby,,09/11/2019 06:02:00 PM,09/11/2019 06:02:00 PM,05/04/2019,Cat,Spayed Female,4 months,Domestic Shorthair,Calico/Brown Tabby,0.0
A771122,,04/30/2018 06:20:00 PM,04/30/2018 06:20:00 PM,821 Gunter Street in Austin (TX),Stray,Sick,Cat,Intact Female,4 weeks,Domestic Shorthair Mix,Blue/White,,05/01/2018 12:00:00 AM,05/01/2018 12:00:00 AM,04/02/2018,Cat,Intact Female,4 weeks,Domestic Shorthair Mix,Blue/White,0.0
A745587,Scooby,03/20/2017 03:54:00 PM,03/20/2017 03:54:00 PM,Timbercrest Ln And Millwright Pkwy in Austin (TX),Stray,Normal,Dog,Intact Male,3 years,Dachshund Mix,Brown Brindle/White,Scooby,03/21/2017 12:38:00 PM,03/21/2017 12:38:00 PM,03/20/2014,Dog,Intact Male,3 years,Dachshund Mix,Brown Brindle/White,0.0
A785416,*Chewie,12/03/2018 06:54:00 AM,12/03/2018 06:54:00 AM,St Elmo & South 1St in Austin (TX),Stray,Injured,Dog,Intact Male,2 years,Pit Bull Mix,White/Black,*Chewie,12/27/2018 09:28:00 PM,12/27/2018 09:28:00 PM,12/03/2016,Dog,Neutered Male,2 years,Pit Bull Mix,White/Black,0.0
A729648,*Jules,06/21/2016 03:28:00 PM,06/21/2016 03:28:00 PM,Hwy 183 And E Anderson Ln in Austin (TX),Stray,Normal,Dog,Intact Male,5 years,Pit Bull Mix,Blue/White,*Jules,08/28/2016 12:00:00 AM,08/28/2016 12:00:00 AM,06/21/2011,Dog,Neutered Male,5 years,Pit Bull Mix,Blue/White,0.0
A674910,,03/20/2014 11:47:00 AM,03/20/2014 11:47:00 AM,1301 Thornberry Road in Austin (TX),Stray,Normal,Cat,Intact Female,4 months,Domestic Shorthair Mix,Brown Tabby/White,,03/20/2014 04:31:00 PM,03/20/2014 04:31:00 PM,10/20/2013,Cat,Intact Female,4 months,Domestic Shorthair Mix,Brown Tabby/White,0.0
A681778,,06/20/2014 11:39:00 AM,06/20/2014 11:39:00 AM,Austin (TX),Owner Surrender,Sick,Dog,Intact Female,1 month,Labrador Retriever Mix,Brown,,06/20/2014 01:17:00 PM,06/20/2014 01:17:00 PM,05/05/2014,Dog,Intact Female,1 month,Labrador Retriever Mix,Brown,0.0
A740098,*Schmidt,12/11/2016 11:37:00 AM,12/11/2016 11:37:00 AM,Travis (TX),Stray,Nursing,Dog,Intact Male,0 years,Chihuahua Shorthair Mix,Black/White,*Schmidt,12/12/2016 12:00:00 AM,12/12/2016 12:00:00 AM,12/11/2016,Dog,Intact Male,1 day,Chihuahua Shorthair Mix,Black/White,0.0
A704312,*Salsa,06/03/2015 03:02:00 PM,06/03/2015 03:02:00 PM,8911 Fm 973 in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,Brown Tabby/White,*Salsa,06/25/2015 05:34:00 PM,06/25/2015 05:34:00 PM,04/26/2015,Cat,Spayed Female,1 month,Domestic Shorthair Mix,Brown Tabby/White,0.0
A665144,,10/14/2013 11:46:00 AM,10/14/2013 11:46:00 AM,183 And Purple Sage in Austin (TX),Stray,Normal,Dog,Intact Male,9 months,Boxer Mix,Brown Brindle/White,,10/16/2013 06:31:00 PM,10/16/2013 06:31:00 PM,12/14/2012,Dog,Intact Male,10 months,Boxer Mix,Brown Brindle/White,0.0
A699475,,03/28/2015 02:46:00 AM,03/28/2015 02:46:00 AM,9100 E 290 in Austin (TX),Wildlife,Normal,Other,Unknown,4 weeks,Bat,Brown/Black,,03/28/2015 08:44:00 AM,03/28/2015 08:44:00 AM,02/28/2015,Other,Unknown,4 weeks,Bat,Brown/Black,1.0
A772352,,05/18/2018 12:04:00 PM,05/18/2018 12:04:00 PM,Austin (TX),Stray,Normal,Cat,Unknown,3 weeks,Domestic Shorthair Mix,Blue Tabby,,05/18/2018 02:16:00 PM,05/18/2018 02:16:00 PM,04/26/2018,Cat,Unknown,3 weeks,Domestic Shorthair Mix,Blue Tabby,0.0
A685863,Sully,08/13/2014 04:45:00 PM,08/13/2014 04:45:00 PM,Travis (TX),Owner Surrender,Injured,Other,Intact Female,2 years,Guinea Pig,Tortie,Sully,08/14/2014 01:17:00 PM,08/14/2014 01:17:00 PM,02/13/2012,Other,Intact Female,2 years,Guinea Pig,Tortie,0.0
A673493,,02/25/2014 09:24:00 AM,02/25/2014 09:24:00 AM,Austin (TX),Stray,Nursing,Cat,Intact Female,0 years,Domestic Shorthair Mix,Tortie/White,,08/01/2014 10:28:00 AM,08/01/2014 10:28:00 AM,02/25/2014,Cat,Spayed Female,5 months,Domestic Shorthair Mix,Tortie/White,0.0
A800001,,07/15/2019 11:05:00 AM,07/15/2019 11:05:00 AM,Springdale And Bolm in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Blue/White,,07/21/2019 02:09:00 PM,07/21/2019 02:09:00 PM,05/24/2019,Cat,Neutered Male,1 month,Domestic Shorthair Mix,Blue/White,0.0
A690762,Boss,10/25/2014 01:49:00 PM,10/25/2014 01:49:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,1 year,Rat Terrier Mix,Chocolate/White,Boss,11/14/2014 02:48:00 PM,11/14/2014 02:48:00 PM,10/25/2013,Dog,Neutered Male,1 year,Rat Terrier Mix,Chocolate/White,0.0
A757232,*Plex,08/31/2017 03:51:00 PM,08/31/2017 03:51:00 PM,Johnny Morrison And 969 in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,American Bulldog Mix,Brown/White,*Plex,11/01/2017 03:13:00 PM,11/01/2017 03:13:00 PM,08/31/2015,Dog,Neutered Male,2 years,American Bulldog Mix,Brown/White,0.0
A787596,Montana,01/16/2019 03:19:00 PM,01/16/2019 03:19:00 PM,5400 Friedrich Ln in Austin (TX),Owner Surrender,Other,Dog,Neutered Male,6 years,Cocker Spaniel/Miniature Schnauzer,White/Cream,Montana,02/01/2019 12:25:00 PM,02/01/2019 12:25:00 PM,01/16/2013,Dog,Neutered Male,6 years,Cocker Spaniel/Miniature Schnauzer,White/Cream,0.0
A793941,,05/02/2019 08:21:00 AM,05/02/2019 08:21:00 AM,Astro View / Moonglow in Austin (TX),Stray,Nursing,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Orange,,05/02/2019 02:58:00 PM,05/02/2019 02:58:00 PM,04/17/2019,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Orange,0.0
A761240,,11/01/2017 02:11:00 PM,11/01/2017 02:11:00 PM,10708 Parkfield Dr in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Labrador Retriever Mix,Brown Brindle,,11/06/2017 06:42:00 PM,11/06/2017 06:42:00 PM,11/01/2016,Dog,Spayed Female,1 year,Labrador Retriever Mix,Brown Brindle,0.0
A765536,Mama,01/22/2018 11:55:00 AM,01/22/2018 11:55:00 AM,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,3 years,Domestic Medium Hair Mix,Brown Tabby/White,Mama,07/02/2018 05:24:00 PM,07/02/2018 05:24:00 PM,01/22/2015,Cat,Spayed Female,3 years,Domestic Medium Hair Mix,Brown Tabby/White,0.0
A761111,,11/13/2017 04:57:00 PM,11/13/2017 04:57:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black,,12/11/2017 12:34:00 PM,12/11/2017 12:34:00 PM,08/15/2017,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Black,0.0
A678835,,05/13/2014 12:47:00 PM,05/13/2014 12:47:00 PM,8515 S Ih 35 in Austin (TX),Stray,Normal,Cat,Unknown,3 weeks,Domestic Shorthair Mix,Black/White,,05/13/2014 01:03:00 PM,05/13/2014 01:03:00 PM,04/21/2014,Cat,Unknown,3 weeks,Domestic Shorthair Mix,Black/White,0.0
A714566,Sookie,10/25/2015 01:18:00 PM,10/25/2015 01:18:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,1 year,German Shepherd/Alaskan Husky,Sable,Sookie,10/27/2015 05:06:00 PM,10/27/2015 05:06:00 PM,05/25/2014,Dog,Spayed Female,1 year,German Shepherd/Alaskan Husky,Sable,0.0
A724377,*Flo,05/07/2016 08:24:00 AM,05/07/2016 08:24:00 AM,1401 E Rundburg Ln #614 in Austin (TX),Stray,Sick,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Black,*Flo,05/09/2016 01:30:00 PM,05/09/2016 01:30:00 PM,04/16/2015,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Black,0.0
A774794,Stormy,06/20/2018 12:35:00 PM,06/20/2018 12:35:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,7 years,Domestic Shorthair Mix,Blue/White,Stormy,07/15/2018 07:08:00 PM,07/15/2018 07:08:00 PM,06/20/2011,Cat,Neutered Male,7 years,Domestic Shorthair Mix,Blue/White,0.0
A735147,*Quirky,09/19/2016 12:11:00 PM,09/19/2016 12:11:00 PM,Hwy 71 And R O Dr in Travis (TX),Stray,Normal,Dog,Intact Female,3 years,Labrador Retriever/Jack Russell Terrier,Black/White,*Quirky,09/25/2016 05:02:00 PM,09/25/2016 05:02:00 PM,09/19/2013,Dog,Spayed Female,3 years,Labrador Retriever/Jack Russell Terrier,Black/White,0.0
A688602,,09/21/2014 12:01:00 PM,09/21/2014 12:01:00 PM,Lancaster And Philomena in Austin (TX),Stray,Normal,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Black,,09/21/2014 01:22:00 PM,09/21/2014 01:22:00 PM,08/30/2014,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Black,0.0
A749661,Connor,05/17/2017 06:38:00 PM,05/17/2017 06:38:00 PM,2425 E Riverside Dr in Austin (TX),Stray,Normal,Dog,Intact Male,6 months,Dalmatian Mix,White/Black,Connor,05/21/2017 05:28:00 PM,05/21/2017 05:28:00 PM,10/17/2016,Dog,Neutered Male,7 months,Dalmatian Mix,White/Black,0.0
A591420,Bella,10/03/2014 05:18:00 PM,10/03/2014 05:18:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,6 years,Domestic Longhair Mix,Black,Bella,10/10/2014 03:23:00 PM,10/10/2014 03:23:00 PM,08/11/2008,Cat,Spayed Female,6 years,Domestic Longhair Mix,Black,0.0
A798151,,06/22/2019 12:03:00 PM,06/22/2019 12:03:00 PM,38Th Street And Lamar Boulevard in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Dachshund,Black Brindle,,06/29/2019 05:32:00 PM,06/29/2019 05:32:00 PM,06/22/2017,Dog,Spayed Female,2 years,Dachshund,Black Brindle,0.0
A804519,*Homer 215G,09/15/2019 01:21:00 PM,09/15/2019 01:21:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,1 week,Domestic Shorthair,Black,*Homer 215G,10/09/2019 06:04:00 PM,10/09/2019 06:04:00 PM,09/08/2019,Cat,Intact Male,4 weeks,Domestic Shorthair,Black,0.0
A697071,*Benji,02/17/2015 03:15:00 PM,02/17/2015 03:15:00 PM,Medow Gleen Apts in Austin (TX),Stray,Normal,Dog,Intact Male,6 months,Rat Terrier/Cardigan Welsh Corgi,Black/Gray,*Benji,02/22/2015 06:17:00 PM,02/22/2015 06:17:00 PM,08/17/2014,Dog,Neutered Male,6 months,Rat Terrier/Cardigan Welsh Corgi,Black/Gray,0.0
A788483,*Oberon,02/03/2019 01:09:00 PM,02/03/2019 01:09:00 PM,815 West Slaughter in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Catahoula Mix,White/Brown,*Oberon,02/16/2019 06:56:00 PM,02/16/2019 06:56:00 PM,02/03/2018,Dog,Neutered Male,1 year,Catahoula Mix,White/Brown,0.0
A673103,Chloe,02/19/2014 01:51:00 PM,02/19/2014 01:51:00 PM,Travis (TX),Public Assist,Normal,Dog,Intact Female,3 years,Yorkshire Terrier/Maltese,White/Gray,Chloe,03/05/2014 06:40:00 PM,03/05/2014 06:40:00 PM,02/19/2011,Dog,Spayed Female,3 years,Yorkshire Terrier/Maltese,White/Gray,0.0
A779483,,09/01/2018 04:39:00 PM,09/01/2018 04:39:00 PM,2101 West Anderson Lane in Austin (TX),Stray,Normal,Dog,Intact Female,3 months,Catahoula Mix,Black/White,,09/05/2018 05:38:00 PM,09/05/2018 05:38:00 PM,06/01/2018,Dog,Spayed Female,3 months,Catahoula Mix,Black/White,0.0
A755503,,08/04/2017 11:01:00 AM,08/04/2017 11:01:00 AM,8220 West Highway 71 in Austin (TX),Stray,Normal,Cat,Intact Female,4 months,Domestic Shorthair Mix,Tortie,,08/11/2017 01:34:00 PM,08/11/2017 01:34:00 PM,04/04/2017,Cat,Intact Female,4 months,Domestic Shorthair Mix,Tortie,0.0
A676565,Lady,04/11/2014 05:59:00 PM,04/11/2014 05:59:00 PM,5405 Village Ln in Austin (TX),Stray,Injured,Dog,Intact Female,3 years,Chihuahua Shorthair Mix,Cream,Lady,04/19/2014 11:44:00 AM,04/19/2014 11:44:00 AM,04/11/2011,Dog,Spayed Female,3 years,Chihuahua Shorthair Mix,Cream,0.0
A779680,,09/04/2018 01:02:00 PM,09/04/2018 01:02:00 PM,107 E Brenham St in Manor (TX),Public Assist,Normal,Bird,Intact Female,1 year,Chicken,Black/White,,09/22/2018 07:35:00 PM,09/22/2018 07:35:00 PM,09/04/2017,Bird,Intact Female,1 year,Chicken,Black/White,0.0
A731479,*Klein,07/23/2016 02:47:00 AM,07/23/2016 02:47:00 AM,3300 Killingsworth Lane Lot 307 in Travis (TX),Stray,Injured,Cat,Intact Male,1 year,Domestic Shorthair Mix,Lynx Point/Tan,*Klein,09/05/2016 03:53:00 PM,09/05/2016 03:53:00 PM,07/23/2015,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Lynx Point/Tan,0.0
A812174,,01/17/2020 12:14:00 PM,01/17/2020 12:14:00 PM,3708 Southridge Drive in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Dachshund,Brown/White,,01/22/2020 03:58:00 PM,01/22/2020 03:58:00 PM,01/17/2019,Dog,Spayed Female,1 year,Dachshund,Brown/White,0.0
A664309,*Romo,10/01/2013 04:19:00 PM,10/01/2013 04:19:00 PM,12407 Emery Oaks Dr. in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Chihuahua Shorthair Mix,Tan,*Romo,10/16/2013 05:07:00 PM,10/16/2013 05:07:00 PM,10/01/2012,Dog,Intact Male,1 year,Chihuahua Shorthair Mix,Tan,0.0
A810442,,12/13/2019 04:06:00 PM,12/13/2019 04:06:00 PM,6902 Deborah Drive in Austin (TX),Stray,Normal,Cat,Intact Female,5 months,Domestic Shorthair,Black,,12/17/2019 10:40:00 AM,12/17/2019 10:40:00 AM,07/13/2019,Cat,Intact Female,5 months,Domestic Shorthair,Black,0.0
A781474,Sleep,09/30/2018 11:09:00 AM,09/30/2018 11:09:00 AM,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,1 year,Domestic Shorthair Mix,Blue Tabby,Sleep,10/18/2018 12:05:00 PM,10/18/2018 12:05:00 PM,09/30/2017,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Blue Tabby,0.0
A782389,Happy,10/14/2018 01:51:00 PM,10/14/2018 01:51:00 PM,Wind Mill Ranch Avenue And Windy Vane Drive in Pflugerville (TX),Stray,Normal,Dog,Neutered Male,2 years,Pit Bull Mix,White/Brown,Happy,03/10/2019 05:33:00 PM,03/10/2019 05:33:00 PM,10/14/2016,Dog,Neutered Male,2 years,Pit Bull Mix,White/Brown,0.0
A747013,Buddy,04/12/2017 04:04:00 PM,04/12/2017 04:04:00 PM,1704 Nelms Dr #1925 in Austin (TX),Stray,Normal,Dog,Neutered Male,5 years,Miniature Poodle Mix,Black,Buddy,04/13/2017 11:56:00 AM,04/13/2017 11:56:00 AM,04/12/2012,Dog,Neutered Male,5 years,Miniature Poodle Mix,Black,0.0
A689450,*Tizzy,10/04/2014 11:29:00 AM,10/04/2014 11:29:00 AM,9520 Quail Ct in Austin (TX),Stray,Normal,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Blue/White,*Tizzy,11/13/2014 03:56:00 PM,11/13/2014 03:56:00 PM,09/07/2014,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Blue/White,0.0
A692976,*Lenny,11/29/2014 01:04:00 PM,11/29/2014 01:04:00 PM,4009 Idalia Drive in Austin (TX),Stray,Normal,Dog,Intact Male,3 years,German Shepherd Mix,Sable,*Lenny,12/10/2014 06:12:00 PM,12/10/2014 06:12:00 PM,11/29/2011,Dog,Neutered Male,3 years,German Shepherd Mix,Sable,0.0
A788420,Kylee,02/02/2019 12:27:00 PM,02/02/2019 12:27:00 PM,Austin (TX),Public Assist,Normal,Dog,Intact Female,4 years,Dachshund Longhair/Siberian Husky,Black/Brown,Kylee,02/14/2019 04:04:00 PM,02/14/2019 04:04:00 PM,02/02/2015,Dog,Spayed Female,4 years,Dachshund Longhair/Siberian Husky,Black/Brown,0.0
A679157,,05/17/2014 07:49:00 AM,05/17/2014 07:49:00 AM,4434 Frontier Trl in Austin (TX),Stray,Nursing,Dog,Intact Male,1 weeks,Labrador Retriever/German Shepherd,Cream/White,,06/30/2014 05:15:00 PM,06/30/2014 05:15:00 PM,05/05/2014,Dog,Neutered Male,1 month,Labrador Retriever/German Shepherd,Cream/White,0.0
A732536,Leonard,08/09/2016 01:58:00 PM,08/09/2016 01:58:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,5 years,Domestic Shorthair Mix,White/Brown Tabby,Leonard,12/13/2016 11:56:00 AM,12/13/2016 11:56:00 AM,08/09/2011,Cat,Neutered Male,5 years,Domestic Shorthair Mix,White/Brown Tabby,0.0
A673977,*Sophie,08/16/2014 04:43:00 PM,08/16/2014 04:43:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Black/White,*Sophie,08/23/2014 01:09:00 PM,08/23/2014 01:09:00 PM,07/05/2013,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Black/White,0.0
A738230,*Axtell,11/11/2016 01:41:00 PM,11/11/2016 01:41:00 PM,Jacaranda Dr And Tallow Tree Dr in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Cream Tabby/White,*Axtell,11/15/2016 06:12:00 PM,11/15/2016 06:12:00 PM,09/11/2016,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Cream Tabby/White,0.0
A807539,*Penny,10/26/2019 11:07:00 AM,10/26/2019 11:07:00 AM,7607 Bethune in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Medium Hair,Black,*Penny,10/31/2019 02:25:00 PM,10/31/2019 02:25:00 PM,09/11/2019,Cat,Intact Female,1 month,Domestic Medium Hair,Black,0.0
A801897,Cash,08/11/2019 12:25:00 PM,08/11/2019 12:25:00 PM,Austin (TX),Public Assist,Normal,Dog,Intact Male,3 years,Pit Bull,Red/White,Cash,08/21/2019 05:18:00 PM,08/21/2019 05:18:00 PM,08/11/2016,Dog,Intact Male,3 years,Pit Bull,Red/White,0.0
A806218,,10/07/2019 12:52:00 PM,10/07/2019 12:52:00 PM,Travis (TX),Owner Surrender,Normal,Cat,Intact Female,1 month,Domestic Shorthair,Brown Tabby,,10/23/2019 05:45:00 PM,10/23/2019 05:45:00 PM,08/08/2019,Cat,Spayed Female,2 months,Domestic Shorthair,Brown Tabby,0.0
A755504,,08/04/2017 11:01:00 AM,08/04/2017 11:01:00 AM,8220 West Highway 71 in Austin (TX),Stray,Normal,Cat,Intact Female,10 months,Domestic Shorthair Mix,Tortie,,08/05/2017 12:00:00 AM,08/05/2017 12:00:00 AM,09/04/2016,Cat,Intact Female,11 months,Domestic Shorthair Mix,Tortie,0.0
A726737,,05/14/2016 11:22:00 AM,05/14/2016 11:22:00 AM,1707 Meander Dr in Austin (TX),Stray,Sick,Dog,Intact Male,7 months,Pit Bull/Catahoula,Brown Brindle,,05/14/2016 05:57:00 PM,05/14/2016 05:57:00 PM,10/14/2015,Dog,Intact Male,7 months,Pit Bull/Catahoula,Brown Brindle,0.0
A669646,Beagle,12/24/2013 01:22:00 PM,12/24/2013 01:22:00 PM,2716 Citation in Del Valle (TX),Public Assist,Normal,Dog,Intact Female,1 year,Pointer/Collie Smooth,Tan/White,Beagle,12/27/2013 04:54:00 PM,12/27/2013 04:54:00 PM,12/24/2012,Dog,Intact Female,1 year,Pointer/Collie Smooth,Tan/White,1.0
A634207,Betty Boop,05/21/2014 01:50:00 PM,05/21/2014 01:50:00 PM,Heine Farms/Elroy Rd in Travis (TX),Stray,Normal,Dog,Spayed Female,2 years,Pit Bull Mix,Black/White,Betty Boop,10/21/2014 04:21:00 PM,10/21/2014 04:21:00 PM,08/07/2011,Dog,Spayed Female,3 years,Pit Bull Mix,Black/White,0.0
A678685,*Verbena,05/11/2014 05:23:00 PM,05/11/2014 05:23:00 PM,3016 East 16Th in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,Orange Tabby/White,*Verbena,05/13/2014 03:14:00 PM,05/13/2014 03:14:00 PM,03/27/2014,Cat,Intact Female,1 month,Domestic Shorthair Mix,Orange Tabby/White,0.0
A769381,,04/04/2018 12:51:00 PM,04/04/2018 12:51:00 PM,5517 Bradford Pear in Austin (TX),Wildlife,Normal,Other,Unknown,1 year,Bat Mix,Brown,,04/05/2018 08:51:00 AM,04/05/2018 08:51:00 AM,04/04/2017,Other,Unknown,1 year,Bat Mix,Brown,1.0
A741711,*Hardee,02/09/2017 11:03:00 AM,02/09/2017 11:03:00 AM,Travis (TX),Owner Surrender,Normal,Dog,Neutered Male,1 year,Labrador Retriever Mix,Black,*Hardee,02/11/2017 09:11:00 AM,02/11/2017 09:11:00 AM,01/07/2016,Dog,Neutered Male,1 year,Labrador Retriever Mix,Black,0.0
A772450,,05/19/2018 05:14:00 PM,05/19/2018 05:14:00 PM,900 Barton Springs Rd in Austin (TX),Wildlife,Sick,Other,Unknown,2 years,Bat,Brown,,05/20/2018 09:13:00 AM,05/20/2018 09:13:00 AM,05/19/2016,Other,Unknown,2 years,Bat,Brown,1.0
A752592,Oliver,06/24/2017 02:58:00 PM,06/24/2017 02:58:00 PM,6600 Elm Creek in Austin (TX),Stray,Normal,Cat,Neutered Male,5 years,Domestic Shorthair Mix,White/Black,Oliver,06/28/2017 12:33:00 PM,06/28/2017 12:33:00 PM,06/24/2012,Cat,Neutered Male,5 years,Domestic Shorthair Mix,White/Black,0.0
A667723,*Sammy,11/21/2013 06:17:00 PM,11/21/2013 06:17:00 PM,7515 Compass Dr in Austin (TX),Stray,Normal,Dog,Intact Male,1 month,Catahoula Mix,Blue Merle/White,*Sammy,11/26/2013 07:58:00 AM,11/26/2013 07:58:00 AM,09/21/2013,Dog,Intact Male,2 months,Catahoula Mix,Blue Merle/White,0.0
A695816,Chuey,01/23/2015 04:27:00 PM,01/23/2015 04:27:00 PM,Meadowheath Dr Broadmeade Ave in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Rottweiler Mix,Tricolor/Black,Chuey,01/29/2015 04:00:00 PM,01/29/2015 04:00:00 PM,01/23/2014,Dog,Neutered Male,1 year,Rottweiler Mix,Tricolor/Black,0.0
A792170,,04/07/2019 02:31:00 PM,04/07/2019 02:31:00 PM,Winwick Way And Equestrian Trail in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Lhasa Apso Mix,White/Tan,,04/11/2019 11:34:00 AM,04/11/2019 11:34:00 AM,04/07/2018,Dog,Neutered Male,1 year,Lhasa Apso Mix,White/Tan,0.0
A768263,Bubba,03/15/2018 07:45:00 PM,03/15/2018 07:45:00 PM,4604 Parkdale Pl in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Pit Bull Mix,White/Black,Bubba,03/20/2018 05:46:00 PM,03/20/2018 05:46:00 PM,03/15/2016,Dog,Intact Male,2 years,Pit Bull Mix,White/Black,0.0
A701020,Domino,07/02/2015 06:25:00 PM,07/02/2015 06:25:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,3 years,Miniature Poodle Mix,Black,Domino,07/03/2015 04:07:00 PM,07/03/2015 04:07:00 PM,04/22/2012,Dog,Neutered Male,3 years,Miniature Poodle Mix,Black,0.0
A796941,*Carrot,06/07/2019 01:52:00 PM,06/07/2019 01:52:00 PM,5404 Sugar Maple in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair,Cream Tabby,*Carrot,08/03/2019 02:40:00 PM,08/03/2019 02:40:00 PM,04/27/2019,Cat,Neutered Male,3 months,Domestic Shorthair,Cream Tabby,0.0
